9_55088	0.478505	-6.73603	2
9_44410	-23.9299	4.80031	2
9_17825	3.31078	3.20406	2
9_9964	12.6052	-13.1251	2
9_10485	23.0751	-14.5423	2
9_53693	-19.3944	-0.297571	2
9_28494	-0.970067	-11.1497	2
9_31338	-2.63426	-15.8012	2
8_2266	26.7956	-10.6075	2
9_71060	-2.43151	14.6996	2
9_20925	7.74763	-7.7288	2
9_64331	-9.41037	1.2936	2
9_27907	-4.31009	-11.1296	2
7_618	10.5169	4.54924	2
9_76594	-12.7387	-15.5461	2
9_40047	-25.2488	-5.54192	2
9_50364	-9.55449	-8.1544	2
9_58158	8.30498	-3.99586	2
8_8444	-26.6469	2.57139	2
9_81796	25.5283	0.295103	2
9_17738	6.16042	-7.46271	2
9_65808	-35.1433	-7.80351	2
9_87012	-25.6617	-10.5584	2
9_8941	-18.8203	-9.32068	2
9_74324	-11.7779	-10.0891	2
9_69596	15.6143	-0.131004	2
9_67653	-5.55428	-1.99514	2
9_32518	-30.312	-7.70227	2
8_8241	-23.0107	1.81922	2
9_30461	7.3711	-12.5174	2
9_35972	-4.45091	-5.36251	2
8_6817	-35.3739	-3.2758	2
9_4098	-13.8415	-14.7675	2
9_79291	5.93919	5.56474	2
9_65224	-25.9969	-7.0169	2
9_11264	14.7834	0.189869	2
8_6813	4.29863	-8.82405	2
9_443	-9.7214	-12.2937	2
9_65712	-9.48437	-4.98779	2
9_63175	-20.7533	-9.0857	2
9_17678	15.3307	-3.67356	2
9_53194	-10.1767	-0.139195	2
9_83967	-5.37694	-10.5851	2
8_6434	3.94256	-9.20182	2
9_60606	12.5596	-2.85999	2
9_87265	24.6171	1.09957	2
9_68272	5.07161	-14.3808	2
9_29295	-4.62671	-11.3186	2
9_71824	-20.4543	-4.97666	2
9_63214	7.01294	-13.3115	2
9_27176	-43.001	-5.57535	2
9_23651	-20.4368	-4.83091	2
9_68515	-19.1971	-3.38775	2
9_36431	10.8901	-11.3858	2
8_13316	-18.8391	6.12162	2
7_526	5.02389	-9.00662	2
8_7492	-21.5036	-20.1891	2
9_73889	-10.4861	-4.02067	2
9_51635	-13.0675	-14.9842	2
9_78212	1.44757	-8.04183	2
8_32	1.41995	-3.93886	2
9_69712	-15.309	-7.53469	2
8_857	18.054	-14.0577	2
9_30740	-6.36294	-13.6542	2
9_51309	-26.2401	-4.99533	2
9_36930	-23.0449	-3.32101	2
9_71422	28.2603	1.69505	2
9_87833	-0.873439	-14.4453	2
9_89599	19.6502	-4.20927	2
9_15289	-14.5243	-10.7516	2
9_84416	-27.1348	-13.9921	2
9_11907	10.2897	-0.92255	2
9_45425	-34.7707	-3.72728	2
9_24775	-13.7153	-10.6813	2
9_58870	0.00379221	4.4344	2
9_26829	-1.62956	-16.7355	2
9_36392	-4.10061	-18.457	2
9_86121	-26.7389	-10.7198	2
9_53770	5.34058	4.88901	2
8_2117	7.3411	-7.24181	2
9_65876	0.251893	0.831929	2
9_79	0.773559	-14.8089	2
8_2609	19.2693	-8.82849	2
9_77156	-9.10821	1.31078	2
9_4564	-4.88834	-14.0473	2
9_1647	-18.1702	-5.49633	2
9_68233	-0.288401	-1.85079	2
7_105	-15.0291	-5.10868	2
9_52000	9.05164	-10.3328	2
9_87847	-17.8872	-9.51021	2
9_62800	-8.04765	-8.8553	2
9_84243	-15.1035	-17.3187	2
9_6219	-0.262912	-7.25739	2
9_14443	7.90445	-8.08292	2
8_9006	-26.7854	-6.34507	2
9_1691	-7.95921	-5.84327	2
9_30596	1.26734	-19.4145	2
9_14364	-25.5284	-5.33606	2
9_71977	-8.13056	-10.8544	2
9_25756	-9.45416	-8.27792	2
9_79083	20.2023	1.01112	2
9_86376	-1.66564	-2.86898	2
8_12642	-8.63318	-2.03679	2
9_4938	15.3783	-6.51065	2
9_85264	-6.40005	-5.69795	2
8_13353	-4.22022	1.35342	2
9_33557	-8.79302	-11.5721	2
9_3962	0.153467	-17.7457	2
9_46311	-23.3692	4.18593	2
9_6552	0.869506	-9.94421	2
9_9562	8.62424	-20.2414	2
8_2994	7.31749	-0.620016	2
9_5348	-9.51838	-12.9089	2
9_54275	-19.0948	12.9915	2
9_26129	-5.73434	-22.2182	2
9_58569	8.35838	-0.11294	2
9_30047	-1.82568	-8.43725	2
9_88976	18.8398	3.62388	2
