3_1	-7.223517	-17.53903	1
3_2	-15.47366	-40.44668	1
3_3	-26.94172	-75.82343	1
3_4	-20.56449	-41.22477	1
3_5	-2.176014	50.38483	1
3_6	-13.34979	13.94281	1
3_8	-21.26353	32.57966	1
4_1	-13.44079	-12.37734	1
4_2	-46.33187	-18.90125	1
4_4	71.69866	-34.73325	1
4_5	23.01903	-42.09804	1
4_8	-115.9113	-17.81246	1
4_9	-161.7567	-6.211493	1
4_10	31.09224	-13.08189	1
4_12	-50.44566	-16.41479	1
4_14	-46.85368	-25.41221	1
4_15	-127.2079	67.31711	1
4_16	-66.19388	-5.376397	1
4_19	-71.13106	21.86101	1
4_20	-109.2552	14.51746	1
4_21	-229.3678	13.20601	1
4_25	-1.158192	5.338915	1
4_27	66.08878	-7.507516	1
4_29	-139.0521	22.04073	1
5_2	15.71561	-0.5111031	1
5_4	-25.53112	-2.889009	1
5_6	-28.0969	-15.24034	1
5_11	-0.3593779	-10.40616	1
5_20	-34.98148	-13.92087	1
5_21	-60.32845	-2.266385	1
5_27	-31.00294	-22.97555	1
5_32	4.645931	-20.79281	1
5_35	77.19929	7.130085	1
5_45	-31.5035	-9.87321	1
5_46	3.741147	-1.674436	1
5_48	-79.28005	-12.89802	1
5_52	-37.95528	13.66785	1
5_62	-67.39789	-4.617363	1
5_64	-104.762	-15.1673	1
5_68	10.23163	2.574073	1
5_71	52.68692	-9.211646	1
5_94	-104.8764	14.35374	1
5_96	-26.17849	-23.16582	1
5_97	-1.114011	-8.361936	1
6_36	56.48417	0.03223008	1
6_41	-25.50091	-18.84364	1
6_44	-39.48162	-4.752021	1
6_57	-13.41835	-10.02352	1
6_91	-23.68183	-11.65613	1
6_101	11.7492	-13.68144	1
6_109	29.51135	-24.55574	1
6_153	-10.23938	-10.48933	1
6_163	-51.04038	6.688851	1
6_198	-1.623125	-23.06169	1
6_226	-20.67311	-10.16407	1
6_236	23.06569	-12.20644	1
6_251	-50.85291	6.403538	1
6_257	-41.92066	-19.09341	1
6_263	-17.78962	-17.34203	1
6_281	-5.379597	-7.856755	1
6_303	34.52533	-27.22181	1
6_311	-61.62308	-14.58252	1
6_369	-69.05783	4.619054	1
6_372	-50.31628	-8.672553	1
6_412	-53.87756	-11.29267	1
6_460	-16.65942	-21.74977	1
7_222	1.234513	-15.26037	1
7_581	-47.63344	-7.640634	1
7_628	-43.39343	1.01722	1
7_729	-12.64607	-4.272805	1
7_934	-58.08001	-10.63424	1
7_1119	1.329187	-20.75851	1
7_1141	20.95579	-12.81293	1
7_1192	-21.68191	-17.12381	1
7_1219	-39.78953	-0.4641927	1
7_1235	-30.00949	-15.51798	1
7_1311	-13.92503	-16.29622	1
7_1329	-27.42009	-4.482999	1
7_1341	-27.15705	-0.480218	1
7_1714	-18.32215	-16.12127	1
7_1928	-47.53543	-15.50529	1
7_1949	-12.14651	-22.72975	1
7_2019	-32.37413	-6.537805	1
7_2244	-31.39357	-19.73481	1
7_2314	-11.48646	-20.77627	1
7_2329	-49.32845	-1.410707	1
7_2550	-28.08142	-15.96829	1
8_721	-15.05216	-11.75091	1
8_2817	-8.149347	-14.20069	1
8_3248	-3.921561	-4.574836	1
8_4616	-8.620058	-16.2711	1
8_4760	-34.89392	-11.33974	1
8_5260	12.91975	-13.20638	1
8_5491	-0.4109575	-19.96082	1
8_7748	-27.71727	-12.72168	1
8_7922	-44.72806	-16.19194	1
8_7933	-5.461718	-20.43191	1
8_8221	-14.07432	-16.635	1
8_8230	-27.39168	-11.04203	1
8_12185	-3.365861	-9.506469	1
8_14143	-31.04566	-6.661379	1
9_3051	-16.13783	-11.52089	1
9_3854	0.1321158	-17.12815	1
9_4495	-24.63076	-16.46303	1
9_18405	-14.09081	-13.20965	1
9_19203	7.53249	-12.68157	1
9_20559	-22.05508	-12.12863	1
9_20569	-28.84651	-13.69601	1
9_20790	-30.65275	-12.51323	1
9_21508	-16.46533	-15.75286	1
9_35189	-22.2497	-9.061286	1
9_35458	-13.74378	-16.0149	1
9_38596	-4.701795	-13.7605	1
9_38597	-8.333328	-5.306212	1
9_38598	-17.59059	-13.28507	1
9_38599	-20.93608	-14.87261	1
9_49214	-13.07805	-7.708467	1
9_86359	-6.406607	-13.44526	1
