13_90	4.40379	-0.00250486	2
10_85	15.9589	1.33683	2
11_188	22.7078	-0.543316	2
12_519	26.4354	-2.53488	2
13_555	9.59902	-1.10502	2
12_382	12.2963	-0.763738	2
13_893	7.30986	-0.575177	2
13_1221	20.3427	-2.93275	2
10_50	25.8055	1.05914	2
8_21	26.851	6.1329	2
13_708	7.53527	-0.65097	2
13_816	13.2925	-1.68238	2
13_262	7.40393	-0.589865	2
13_888	9.70612	-1.02888	2
11_92	5.16183	0.718601	2
13_50	7.41166	-0.583537	2
11_40	5.2576	0.709378	2
13_939	12.6482	-1.60758	2
13_805	12.7727	-1.63417	2
13_724	13.1727	-1.65096	2
13_464	7.43141	-0.601959	2
13_370	4.88319	-0.1383	2
13_608	8.15993	-0.716685	2
13_1101	12.6228	-1.60529	2
13_311	7.5199	-0.621444	2
9_7	7.32856	2.20076	2
11_150	10.31	0.375361	2
7_11	55.9087	16.5488	2
13_531	13.2011	-1.65892	2
13_121	10.8439	-1.28443	2
13_384	8.88372	-0.879404	2
13_376	8.14011	-0.703892	2
12_475	16.8837	-1.38252	2
13_936	4.84799	-0.142209	2
12_433	18.5394	-1.60896	2
13_374	9.34634	-0.917017	2
13_704	5.84652	-0.316205	2
9_3	6.83413	2.21335	2
13_1114	11.3666	-1.37279	2
13_103	6.67359	-0.476596	2
13_698	9.57818	-0.991378	2
12_395	12.704	-0.824014	2
11_223	23.768	-0.583514	2
13_788	18.1511	-2.59472	2
13_1140	8.04518	-0.712136	2
10_65	16.6556	1.1479	2
13_348	11.0464	-1.3412	2
12_182	8.72932	-0.223629	2
12_9	4.30322	0.361626	2
13_345	11.6285	-1.41133	2
13_634	16.1366	-2.31238	2
12_430	19.0374	-1.62262	2
13_515	13.3079	-1.69138	2
13_1220	15.3757	-2.07249	2
13_840	21.6693	-3.31835	2
13_837	10.9622	-1.32467	2
13_1048	23.0378	-3.5162	2
12_278	12.5818	-0.805213	2
13_623	10.7482	-1.27827	2
13_355	6.71241	-0.51295	2
12_375	7.85701	-0.156846	2
12_122	8.70604	-0.220639	2
10_71	6.70557	1.20307	2
13_132	8.42155	-0.760055	2
12_286	7.72845	-0.153228	2
13_1206	26.402	-4.13453	2
11_12	4.866	0.775233	2
13_543	7.42222	-0.60745	2
12_174	5.63496	0.1765	2
13_469	4.6454	-0.0762186	2
13_1292	26.793	-4.16379	2
13_989	9.62072	-1.01363	2
12_418	8.76269	-0.25173	2
12_49	7.63347	-0.101354	2
12_300	6.62489	-0.0199245	2
12_511	17.8267	-1.47707	2
13_375	7.46717	-0.612035	2
12_543	24.1154	-2.26316	2
13_876	7.597	-0.658236	2
