12_80	-9.86047	-4.10725	2
12_380	-14.3243	-3.22351	2
12_247	-12.2466	-4.10307	2
12_180	-11.8606	-4.05671	2
13_920	-10.6952	-4.47801	2
13_849	-11.6606	-4.34271	2
12_156	-9.27099	-3.94967	2
12_403	-9.18823	-4.12254	2
13_1228	-13.5291	-4.53151	2
13_1104	-14.5495	-3.90986	2
13_344	-10.4847	-4.16413	2
13_689	-9.76717	-3.86773	2
13_281	-9.91139	-4.08651	2
10_78	-12.0926	-4.47032	2
12_316	-9.19968	-3.92693	2
13_1112	-10.107	-4.3901	2
13_922	-10.6599	-4.17966	2
13_321	-12.5826	-4.11832	2
11_139	-10.3094	-4.42101	2
13_1156	-9.45448	-4.09863	2
12_384	-9.86003	-4.1941	2
13_282	-10.4685	-4.20335	2
12_321	-9.24355	-3.97623	2
13_918	-11.5086	-4.48113	2
13_357	-10.6648	-4.03252	2
11_26	-8.09574	-3.60009	2
13_638	-14.5255	-3.77206	2
13_504	-9.54781	-4.05316	2
13_55	-7.65158	-3.33832	2
11_217	-10.9365	-4.53487	2
13_127	-8.25659	-3.58599	2
12_357	-11.6099	-4.45349	2
12_276	-11.9677	-4.18151	2
13_974	-9.50834	-4.1464	2
13_67	-8.2909	-3.64731	2
13_195	-9.52899	-4.03889	2
13_585	-11.503	-4.04905	2
13_276	-11.731	-3.91921	2
13_1159	-11.1901	-4.51182	2
12_468	-8.92692	-3.72968	2
12_359	-15.1891	-3.77148	2
12_171	-9.91532	-4.24756	2
13_901	-8.30895	-3.68833	2
12_201	-11.6398	-4.37547	2
12_486	-14.1417	-4.06581	2
12_302	-11.6047	-4.16376	2
13_171	-9.50049	-3.96258	2
13_286	-9.55213	-4.0647	2
11_213	-15.9817	-3.82731	2
12_252	-9.27581	-3.97631	2
11_167	-12.5714	-4.39979	2
13_467	-10.1729	-4.20757	2
8_7	-9.14399	-4.14266	2
13_854	-12.9287	-4.05362	2
13_212	-7.5911	-3.32626	2
13_1017	-15.0361	-4.07775	2
13_572	-10.1313	-4.16149	2
13_114	-8.98941	-3.71966	2
11_129	-13.6691	-4.12812	2
13_968	-12.1017	-4.501	2
12_412	-15.4859	-3.11431	2
12_106	-8.5412	-3.78743	2
10_8	-7.38609	-3.2235	2
13_791	-11.0918	-4.54038	2
13_1273	-15.4834	-3.80603	2
13_27	-8.18279	-3.54547	2
12_386	-12.497	-4.50342	2
13_328	-9.94226	-4.10636	2
13_841	-13.4047	-4.28495	2
13_779	-12.0886	-4.47487	2
12_327	-11.0795	-4.31982	2
10_63	-8.27934	-3.66709	2
12_524	-12.5925	-4.66349	2
13_872	-11.4396	-4.40363	2
13_539	-10.9174	-4.32394	2
12_219	-9.14135	-4.05578	2
13_1067	-12.8165	-4.49499	2
13_527	-7.64622	-3.35993	2
13_411	-8.26788	-3.6638	2
